movieId,title,genres,avg_rating
5726,Dead & Buried (1981),Horror,3.5
5727,Deadly Blessing (1981),Horror,2.5
5728,Death Hunt (1981),Action|Adventure|Crime|Thriller,3.0
5729,Endless Love (1981),Drama|Romance,1.929
5730,Enter the Ninja (a.k.a. Ninja I) (1981),Action|Drama,3.0
5731,"Entity, The (1981)",Horror,2.7
5732,Eye of the Needle (1981),Thriller,3.656
5733,"Eyewitness (Janitor, The) (1981)",Thriller,3.75
5734,Faces of Death 2 (1981),Documentary|Horror,1.409
5735,Faces of Death (1978),Documentary|Horror,1.875
5736,Faces of Death 3 (1985),Documentary|Horror,1.5
5737,Faces of Death 4 (1990),Documentary|Horror,1.154
5738,Faces of Death 5 (1996),Documentary|Horror,1.222
5739,Faces of Death 6 (1996),Documentary|Horror,1.2
5740,Faces of Death: Fact or Fiction? (1999),Documentary|Horror,1.35
5741,"Woman Next Door, The (Femme d'à côté, La) (1981)",Drama|Romance,2.917
5742,First Monday in October (1981),Comedy|Drama,3.0
5743,"Fort Apache, the Bronx (1981)",Action|Drama,3.357
5744,Four Friends (a.k.a. Georgia's Friends) (1981),Drama,3.5
5745,"Four Seasons, The (1981)",Comedy|Drama,3.5
5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi,2.0
5747,Gallipoli (1981),Drama|War,3.896
5748,"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)",Crime|Drama,4.25
5749,Ghost Story (1981),Drama|Horror,2.889
5750,Going Ape! (1981),Comedy,3.5
5752,Gregory's Girl (1981),Comedy|Romance,3.781
5753,Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981),Comedy,2.25
5754,"Hand, The (1981)",Drama|Horror,1.667
5755,Happy Birthday to Me (1981),Horror|Mystery,3.0
5756,Heartbeeps (1981),Comedy|Sci-Fi,2.25
5758,Horror Planet (a.k.a. Inseminoid) (1981),Action|Drama|Horror|Sci-Fi,1.333
5759,"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)",Comedy|Drama,4.0
5760,Lady Chatterley's Lover (1981),Drama|Romance,2.0
5761,"Legend of the Lone Ranger, The (1981)",Western,1.167
5762,Lili Marleen (1981),Drama,3.75
5763,Lola (1981),Drama,3.5
5764,Looker (1981),Drama|Horror|Sci-Fi|Thriller,2.917
5765,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",Animation|Children|Comedy,3.219
5766,Madman (1981),Horror,3.167
5767,Teddy Bear (Mis) (1981),Comedy|Crime,4.167
5768,Modern Problems (1981),Comedy|Fantasy,2.214
5769,Modern Romance (1981),Comedy|Romance,3.2
5770,Ms. 45 (a.k.a. Angel of Vengeance) (1981),Crime|Drama,3.3
5771,My Bloody Valentine (1981),Drama|Horror|Thriller,2.545
5772,My Dinner with André (1981),Drama,3.516
5773,Neighbors (1981),Comedy,3.222
5774,Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),Horror|Sci-Fi,1.0
5775,"Night the Lights Went Out in Georgia, The (1981)",Drama,2.25
5776,Only When I Laugh (1981),Comedy|Drama,3.5
5777,Pennies from Heaven (1981),Musical|Romance,3.357
5778,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Horror|Mystery|Thriller,2.5
5779,Piranha II: The Spawning (1981),Horror|Sci-Fi,2.15
5780,Polyester (1981),Comedy,3.688
5781,Private Lessons (1981),Comedy,2.0
5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,4.127
5783,Derrida (2002),Documentary,4.5
5784,Ghost Ship (2002),Horror,2.888
5785,Jackass: The Movie (2002),Action|Comedy|Documentary,2.896
5786,Paid in Full (2002),Action|Drama,3.5
5787,"Truth About Charlie, The (2002)",Mystery|Thriller,2.455
5788,All or Nothing (2002),Drama,4.036
5789,All the Queen's Men (2001),Comedy|War,3.0
5790,Food of Love (Manjar de Amor) (2002),Drama,2.0
5791,Frida (2002),Drama|Romance,3.637
5792,Roger Dodger (2002),Comedy|Drama,3.721
5794,Good Work (Beau travail) (1999),Drama,3.438
5795,"Big Knife, The (1955)",Film-Noir,4.0
5796,Casino Royale (1967),Action|Adventure|Comedy,3.0
5797,"Company of Wolves, The (1984)",Fantasy|Horror,3.5
5798,Escanaba in da Moonlight (2001),Comedy,3.0
5799,Exodus (1960),Drama|Romance|War,3.786
5800,How to Murder Your Wife (1965),Comedy,3.062
5801,"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy|War,3.425
5802,"World of Henry Orient, The (1964)",Comedy,3.0
5803,I Spy (2002),Action|Adventure|Comedy|Crime,2.797
5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,2.697
5806,Blackboards (Takhté Siah) (2000),Drama,2.0
5808,"Weight of Water, The (2000)",Thriller,2.9
5809,Femme Fatale (2002),Crime|Thriller,3.071
5810,8 Mile (2002),Drama,3.289
5812,Far from Heaven (2002),Drama|Romance,3.662
5815,Half Past Dead (2002),Action|Crime|Thriller,2.375
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,3.579
5817,Ararat (2002),Drama|War,3.786
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",Drama|Romance,3.364
5819,Interview with the Assassin (2002),Drama,4.0
5820,Standing in the Shadows of Motown (2002),Documentary|Musical,4.091
5821,"Way Home, The (Jibeuro) (2002)",Drama,2.667
5822,Mutant Action (Acción Mutante) (1993),Action|Comedy|Sci-Fi,2.333
5823,Eyes of an Angel (1991),Drama,3.5
5824,Liberty Stands Still (2002),Action|Drama|Thriller,3.214
5825,"Life and Death of Colonel Blimp, The (1943)",Drama|Romance|War,4.091
5826,Rio Grande (1950),Romance|Western,3.5
5827,"Young Americans, The (1993)",Crime|Drama,1.5
5828,Blackrock (1997),Drama|Thriller,2.667
5829,Men with Brooms (2002),Comedy|Drama|Romance,2.5
5830,Mysterious Island (1961),Adventure|Sci-Fi,3.083
5832,Left Behind II: Tribulation Force (2002),Drama,2.5
5833,Dog Soldiers (2002),Action|Horror,3.115
5834,Fingers (1978),Drama,4.0
5836,Houseboat (1958),Comedy|Romance,3.6
5838,Madame Bovary (1991),Drama,3.875
5839,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama,3.583
5840,"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy|Drama,3.885
5841,Return to the Blue Lagoon (1991),Adventure|Romance,2.074
5842,Too Beautiful for You (Trop belle pour toi) (1989),Comedy|Drama|Romance,1.75
5843,Toy Soldiers (1991),Action|Drama,3.12
5844,"Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)",Horror,2.5
5845,"Pursuit of D.B. Cooper, The (a.k.a. Pursuit) (1981)",Adventure,4.0
5846,Raggedy Man (1981),Drama,3.0
5847,Ragtime (1981),Drama,4.1
5849,I'm Starting From Three (Ricomincio da Tre) (1981),Comedy,4.0
5852,Saturday the 14th (1981),Comedy|Horror,2.688
5853,Scanners (1981),Horror|Sci-Fi|Thriller,3.529
5854,Sharky's Machine (1981),Crime|Drama|Romance,2.8
5855,Shock Treatment (1981),Comedy|Musical|Sci-Fi,3.0
5856,"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",Comedy|Drama|Romance,3.75
5857,So Fine (1981),Comedy,1.5
5858,"Soupe aux Choux, La (1981)",Comedy,2.9
5859,Southern Comfort (1981),Drama|Thriller|War,3.85
5860,Sphinx (1981),Mystery|Thriller,3.5
5862,Student Bodies (1981),Comedy|Horror,2.417
5863,Take This Job and Shove It (1981),Comedy,3.125
5864,"Tarzan, the Ape Man (1981)",Adventure,2.25
5865,Tattoo (1981),Drama|Thriller,3.0
5866,They All Laughed (1981),Comedy,3.0
5867,Thief (1981),Crime|Drama|Thriller,3.667
5868,This Is Elvis (1981),Documentary|Drama|Musical,3.667
5869,True Confessions (1981),Crime|Drama,3.333
5870,Revolution #9 (2001),Thriller,3.0
5872,Die Another Day (2002),Action|Adventure|Thriller,3.031
5873,The Emperor's Club (2002),Drama,3.393
5874,Friday After Next (2002),Comedy,2.706
5875,Personal Velocity (2002),Drama,3.667
5876,"Quiet American, The (2002)",Drama|Thriller|War,3.649
5878,Talk to Her (Hable con Ella) (2002),Drama|Romance,3.886
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation|Comedy|Musical,2.481
5880,Extreme Ops (2002),Action|Adventure|Crime|Thriller,0.5
5881,Solaris (2002),Drama|Romance|Sci-Fi,3.124
5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX,3.437
5883,They (2002),Horror|Thriller,2.393
5885,"What to Do in Case of Fire (Was tun, wenn's brennt?) (2002)",Comedy|Drama,2.5
5886,I Love You Too (Ik ook Van Jou) (2001),Drama|Romance,0.5
5888,Brother (Brat) (1997),Crime|Drama,3.719
5889,"Cruel Romance, A (Zhestokij Romans) (1984)",Drama|Romance,2.857
5890,Elling (2001),Comedy|Drama,3.907
5891,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller,3.271
5892,"Island at the Top of the World, The (1974)",Action|Adventure|Children,3.5
5893,"Last Seduction, The (1994)",Crime|Drama|Thriller,3.475
5895,Making Contact (a.k.a. Joey) (1985),Fantasy|Horror|Sci-Fi,1.75
5896,New Waterford Girl (1999),Comedy,3.571
5898,"Sword and the Sorcerer, The (1982)",Action|Adventure|Fantasy,2.938
5899,Zulu (1964),Action|Drama|War,3.888
5900,Analyze That (2002),Comedy|Crime,2.767
5901,Empire (2002),Crime|Drama,2.875
5902,Adaptation (2002),Comedy|Drama|Romance,3.854
5903,Equilibrium (2002),Action|Sci-Fi|Thriller,3.681
5904,My Kingdom (2001),Drama,1.0
5907,Medea (1970),Drama,4.0
5908,Scarlet Diva (2000),Drama,2.875
5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror,3.389
5911,Urgh! A Music War (1981),Documentary,1.25
5912,Hit the Bank (Vabank) (1981),Comedy|Crime,4.0
5913,Warning for the Joensson Gang (Varning för Jönssonligan) (1981),Comedy|Crime,3.0
5914,"Vernon, Florida (1981)",Documentary,4.0
5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,3.188
5916,Whose Life Is It Anyway? (1981),Drama,3.5
5917,Zoot Suit (1981),Drama|Musical,4.0
5920,"Ace of Aces (a.k.a. Super Ace, The) (As des as, L') (1982)",Adventure|Comedy,1.0
5923,Author! Author! (1982),Comedy|Drama,3.625
5924,Barbarosa (1982),Western,3.0
5925,"Beast Within, The (1982)",Horror,1.5
5926,Best Friends (1982),Comedy|Drama|Romance,2.75
5927,"Best Little Whorehouse in Texas, The (1982)",Comedy|Drama|Musical|Romance,2.87
5928,"Border, The (1982)",Drama,2.0
5929,"Party 2, The (Boum 2, La) (1982)",Comedy|Romance,2.833
5930,Brimstone and Treacle (1982),Drama|Thriller,2.0
5931,Britannia Hospital (1982),Comedy|Drama,2.0
5932,Burden of Dreams (1982),Documentary,3.786
5933,Cannery Row (1982),Drama,3.833
5935,Class of 1984 (1982),Action|Drama|Thriller,3.8
5936,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)",Drama,3.5
5937,Danton (1983),Drama,3.389
5938,Deathtrap (1982),Comedy|Crime|Mystery|Thriller,3.682
5939,"Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)",Adventure|Sci-Fi,1.333
5940,Eating Raoul (1982),Comedy,3.55
5941,Drumline (2002),Comedy|Drama|Musical|Romance,3.141
5942,"Hot Chick, The (2002)",Comedy,2.543
5943,Maid in Manhattan (2002),Comedy|Romance,2.774
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,3.117
5945,About Schmidt (2002),Comedy|Drama,3.4
5946,"Pellet (Bola, El) (2000)",Drama,0.5
5947,Evelyn (2002),Drama,2.3
5949,Intact (Intacto) (2001),Thriller,3.538
5950,"Jimmy Show, The (2002)",Comedy|Drama,3.5
5951,Morvern Callar (2002),Drama,3.857
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,4.058
5953,Devils on the Doorstep (Guizi lai le) (2000),Drama|War,2.5
5954,25th Hour (2002),Crime|Drama,3.829
5955,Antwone Fisher (2002),Drama,3.67
5956,Gangs of New York (2002),Crime|Drama,3.581
5957,Two Weeks Notice (2002),Comedy|Romance,3.314
5958,"Wild Thornberrys Movie, The (2002)",Animation|Children|Comedy,2.579
5959,Narc (2002),Crime|Drama|Thriller,3.64
5960,Bad Influence (1990),Drama|Thriller,3.357
5961,Blue Steel (1990),Action|Thriller,2.786
5962,Body of Evidence (1993),Drama|Thriller,1.781
5963,"Children's Hour, The (1961)",Drama,3.833
5964,Company Business (1991),Action|Comedy,4.5
5965,"Duellists, The (1977)",Action|War,3.542
5966,"Kiss Before Dying, A (1956)",Film-Noir|Mystery,3.6
5968,Miami Blues (1990),Comedy|Crime|Drama,3.375
5969,My Girl 2 (1994),Comedy|Drama|Romance,2.609
5970,My Girl (1991),Comedy|Drama|Romance,3.416
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,4.154
5972,"Road to Hong Kong, The (1962)",Comedy,1.75
5973,Running Time (1997),Crime|Thriller,4.0
5974,"Thief of Bagdad, The (1940)",Adventure|Fantasy,3.682
5975,War and Peace (1956),Drama|Romance|War,2.917
5976,Where Sleeping Dogs Lie (1992),Crime,3.5
5977,Where's Poppa? (1970),Comedy,4.167
5979,Attack of the Crab Monsters (1957),Horror|Sci-Fi,2.083
5980,Black Christmas (1974),Horror|Mystery|Thriller,3.577
5981,"Day of the Triffids, The (1962)",Horror|Sci-Fi,2.889
5983,Invaders from Mars (1953),Sci-Fi,3.143
5984,"Story of O, The (Histoire d'O) (1975)",Drama|Romance,3.188
5985,Asoka (Ashoka the Great) (2001),Action|Drama|Romance,2.833
5986,Fat City (1972),Drama,3.929
5987,"Love, Honour and Obey (2000)",Comedy|Crime|Drama,2.75
5988,Quicksilver (1986),Drama,3.5
5989,Catch Me If You Can (2002),Crime|Drama,3.928
5990,Pinocchio (2002),Children|Comedy|Fantasy,2.429
5991,Chicago (2002),Comedy|Crime|Drama|Musical,3.574
5992,"Hours, The (2002)",Drama|Romance,3.648
5993,Max (2002),Drama,3.611
5994,Nicholas Nickleby (2002),Drama|Romance,3.765
5995,"Pianist, The (2002)",Drama|War,4.061
5998,Doppelganger (1993),Horror|Thriller,1.0
5999,Heavy Metal 2000 (2000),Action|Adventure|Animation|Fantasy|Sci-Fi,3.045
6000,"House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)",Horror|Thriller,3.0
6001,"King of Comedy, The (1983)",Comedy|Drama,3.539
6002,Love Liza (2002),Drama,3.167
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,3.522
6005,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary,3.045
6006,Just Married (2003),Comedy|Romance,2.88
6008,"Son, The (Le fils) (2002)",Drama,3.227
6009,"City of Lost Souls, The (Hyôryuu-gai) (2000)",Crime|Drama|Thriller,2.25
6010,Double Whammy (2001),Action|Comedy|Drama,2.125
6011,Wisegirls (2002),Crime|Drama,3.25
6012,"Guy Thing, A (2003)",Comedy|Romance,2.833
6013,Kangaroo Jack (2003),Action|Comedy,2.035
6014,National Security (2003),Action|Comedy,2.667
6015,Big Shot's Funeral (Da Wan) (2001),Comedy,2.25
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,4.215
6017,Divine Intervention (Yadon ilaheyya) (2002),Comedy|Drama|Romance|War,3.167
6018,Kira's Reason: A Love Story (En Kærlighedshistorie) (2001),Drama,0.5
6020,Alice Adams (1935),Comedy|Drama,4.167
6021,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller,4.071
6022,American Me (1992),Drama,4.214
6023,Band of Outsiders (Bande à part) (1964),Comedy|Crime|Drama|Romance,4.079
6024,Breaking Up (1997),Comedy|Romance,2.5
6025,CB4 - The Movie (1993),Comedy,3.071
6027,Dogfight (1991),Drama|Romance,3.735
6028,"Easy Come, Easy Go (1967)",Adventure|Musical,2.0
6029,Fun in Acapulco (1963),Comedy|Musical,3.5
6030,Girls! Girls! Girls! (1962),Comedy|Musical,2.9
6031,Imitation of Life (1959),Drama|Romance,3.75
6032,"Little Romance, A (1979)",Comedy|Romance,4.0
6033,Mystery Date (1991),Comedy,2.333
6034,"Paradise, Hawaiian Style (1966)",Comedy|Musical,3.0
6035,Pépé le Moko (1937),Crime|Drama|Romance,3.75
6036,Secret Admirer (1985),Comedy|Romance,3.2
6037,Summer Lovers (1982),Comedy|Drama|Romance,3.0
6039,"Woman in Red, The (1984)",Comedy|Romance,2.733
6040,Darkness Falls (2003),Horror|Thriller,2.5
6041,Amen. (2002),Drama,3.083
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,3.833
6043,In the Mirror of Maya Deren (Im Spiegel der Maya Deren) (2002),Documentary,0.5
6044,Blind Date (1984),Horror|Thriller,2.214
6045,Bullet (1996),Action|Crime|Drama,1.75
6046,Claudine (1974),Drama,3.0
6047,Dead Reckoning (1947),Drama|Film-Noir|Mystery,3.5
6049,Ethan Frome (1993),Drama,4.0
6050,Gus (1976),Children|Comedy,3.333
6051,"Harder They Come, The (1973)",Action|Crime|Drama,3.688
6052,"Horse in the Gray Flannel Suit, The (1968)",Children|Comedy,3.0
6053,Krush Groove (1985),Drama|Musical,3.5
6055,Sugar Hill (1994),Drama,2.167
6056,Chaos (2001),Comedy|Crime|Drama,3.5
6057,Biker Boyz (2003),Action|Crime|Drama,2.611
6058,Final Destination 2 (2003),Horror|Thriller,3.082
6059,"Recruit, The (2003)",Action|Thriller,3.472
6060,"Guru, The (2002)",Comedy|Romance,3.0
6061,Kedma (2002),Drama|War,4.5
6062,Lost in La Mancha (2002),Documentary,3.35
6063,May (2002),Drama|Horror,3.382
6064,"Harder They Fall, The (1956)",Drama|Film-Noir,3.5
6065,I'm All Right Jack (1959),Comedy,4.0
6066,Murder by Decree (1979),Mystery|Thriller,3.1
6067,Ordinary Decent Criminal (2000),Comedy|Crime,3.0
6072,"Unfaithful Wife, The (Femme infidèle, La) (1969)",Drama|Thriller,3.75
6073,Victim (1961),Crime|Drama,3.75
6074,Endangered Species (1982),Mystery|Sci-Fi|Thriller,3.0
6075,"Simple-Minded Murder, The (Enfaldige mördaren, Den) (1982)",Drama,2.25
6076,Enigma (1983),Drama|Sci-Fi,3.0
6077,Evil Under the Sun (1982),Crime|Drama|Mystery,4.375
6078,Firefox (1982),Action|Sci-Fi|Thriller,2.758
6079,Five Days One Summer (1982),Drama,2.0
6080,Forced Vengeance (1982),Action|Adventure,1.5
6081,"Never Play Clever Again (Gendarme et les gendarmettes, Le) (1982)",Comedy|Crime,2.75
6082,"Grey Fox, The (1982)",Romance|Western,3.5
6084,Honkytonk Man (1982),Comedy|Drama,2.625
6086,"I, the Jury (1982)",Crime|Drama|Thriller,4.0
6087,If You Could See What I Hear (1982),Comedy|Drama|Romance,3.5
6088,Jekyll & Hyde... Together Again (1982),Comedy|Sci-Fi,2.0
6089,"J. Gang Meets Dynamite Harry, The (Jönssonligan & DynamitHarry) (1982)",Comedy|Crime,1.0
6090,Kiss Me Goodbye (1982),Comedy,3.333
6091,Labyrinth of Passion (Laberinto de Pasiones) (1982),Comedy,1.833
6092,"Last American Virgin, The (1982)",Comedy|Drama,2.5
6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy,3.888
6094,Liquid Sky (1982),Comedy|Sci-Fi,3.5
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action,3.0
6096,Making Love (1982),Drama,3.167
6097,Manhattan Baby (1982),Horror,2.0
6098,"Marathon Family, The (Maratonci Trce Pocasni Krug) (1982)",Comedy,4.5
6099,Megaforce (1982),Action|Sci-Fi,2.25
6100,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance,3.107
6101,Missing (1982),Drama|Mystery|Thriller,3.5
6103,Monsignor (1982),Drama|War,3.0
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,4.005
6105,Moonlighting (1982),Drama,3.5
6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,3.625
6108,"That Night in Varennes (Nuit de Varennes, La) (1982)",Drama,0.5
6109,One from the Heart (1982),Drama|Romance,3.5
6111,Paradise (1982),Adventure|Romance,2.667
6113,Godard's Passion (Passion) (1982),Drama,1.5
6114,Permanent Vacation (1982),Drama,2.7
6115,Personal Best (1982),Drama,3.611
6116,"Pirate Movie, The (1982)",Adventure|Comedy|Musical,3.056
6117,Privates on Parade (1982),Comedy|Drama|War,2.5
6118,Blind Chance (Przypadek) (1981),Drama,4.0
6119,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),Comedy,3.286
6120,Q: The Winged Serpent (1982),Drama|Fantasy|Horror|Sci-Fi|Thriller,2.3
6121,Querelle (1982),Drama,2.5
6122,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,3.5
6123,Sunless (Sans Soleil) (1983),Documentary,4.125
6124,Savannah Smiles (1982),Comedy,3.357
6125,"Secret Policeman's Other Ball, The (1982)",Comedy|Documentary|Musical,3.857
6126,"Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)",Drama,3.5
6127,Shoot the Moon (1982),Drama,4.375
6128,Six Pack (1982),Comedy|Drama,3.0
6129,Six Weeks (1982),Drama,3.0
6130,"Soldier, The (1982)",Action,2.5
6131,Some Kind of Hero (1982),Comedy|Drama,3.0
6132,"New York Ripper, The (Squartatore di New York, Lo) (1982)",Crime|Horror|Mystery|Thriller,1.25
6134,Starstruck (1982),Comedy|Musical,3.833
6135,Still of the Night (1982),Mystery|Thriller,3.0
6136,"South, The (Sur, El) (1983)",Drama|Romance,4.0
6137,Sword of the Valiant (1984),Action|Adventure|Fantasy|Romance,1.0
6138,Tag: The Assassination Game (a.k.a. Everybody Gets It in the End) (1982),Action|Thriller,3.0
6140,Tenebre (1982),Horror|Mystery|Thriller,3.5
6141,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),Comedy,2.0
6142,Time Walker (a.k.a. Being From Another Planet) (1982),Horror|Sci-Fi,1.667
6143,Trail of the Pink Panther (1982),Comedy|Crime,3.0
6144,"Traviata, La (1982)",Drama|Musical,3.833
6145,Venom (1982),Horror|Thriller,3.0
6147,"White Rose, The (Weiße Rose, Die) (1982)",Drama|Film-Noir,0.5
6148,White Dog (1982),Drama|Horror|Thriller,3.688
6150,Wrong Is Right (a.k.a. The Man With the Deadly Lens) (1982),Drama|Thriller,2.0
6151,Yol (a.k.a. The Way) (1982),Drama,4.167
6152,"Yor, the Hunter from the Future (1983)",Sci-Fi,2.0
6153,Zapped! (1982),Comedy|Sci-Fi,1.708
6154,Deliver Us from Eva (2003),Comedy|Romance,3.417
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,3.211
6156,Shanghai Knights (2003),Action|Adventure|Comedy,3.076
6157,Daredevil (2003),Action|Crime,2.517
6158,"Jungle Book 2, The (2003)",Animation|Children,2.65
6159,All the Real Girls (2003),Drama|Romance,3.8
6160,Amandla! A Revolution in Four Part Harmony (2002),Documentary|Musical,4.1
6161,Painted Fire (Chihwaseon) (2002),Drama,2.25
6162,Gerry (2002),Adventure|Drama,3.05
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller,3.5
6164,Lockdown (2000),Drama,1.333
6166,Dennis the Menace (1993),Comedy,2.269
6167,Stand-In (1937),Comedy,3.0
6168,10 to Midnight (1983),Action|Adventure|Thriller,2.857
6169,"Black Stallion Returns, The (1983)",Adventure|Children,3.0
6170,"Black Stallion, The (1979)",Adventure|Children|Drama,3.557
6171,Cesar & Rosalie (César et Rosalie) (1972),Comedy|Drama|Romance,3.5
6172,"Countess from Hong Kong, A (1967)",Comedy,2.0
6173,Into the West (1992),Adventure|Children,3.0
6174,Kinjite: Forbidden Subjects (1989),Crime|Thriller,3.0
6175,Messenger of Death (1988),Thriller,4.0
6176,Mr. Majestyk (1974),Action|Drama,3.5
6178,"Patch of Blue, A (1965)",Drama|Romance,3.75
6179,"Prayer for the Dying, A (1987)",Action|Drama,3.167
6180,Q & A (1990),Crime|Drama,3.333
6181,"Red Badge of Courage, The (1951)",Drama|War,3.9
6182,"Thrill of It All, The (1963)",Comedy,2.667
6183,Pillow Talk (1959),Comedy|Musical|Romance,3.63
6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi,3.214
6185,Dark Blue (2003),Action|Crime|Drama|Thriller,3.577
6186,Gods and Generals (2003),Action|Drama|War,2.588
6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller,3.608
6188,Old School (2003),Comedy,3.595
6190,"Lawless Heart, The (2003)",Comedy|Drama,4.0
6192,Open Hearts (Elsker dig for evigt) (2002),Romance,2.5
6193,Poolhall Junkies (2002),Comedy|Drama|Thriller,3.938
6195,Stone Reader (2002),Documentary,3.75
6196,Cradle 2 the Grave (2003),Action|Crime|Drama|Thriller,2.821
6197,Spider (2002),Drama|Mystery,3.489
6200,Insignificance (1985),Comedy|Drama,3.5
6201,Lady Jane (1986),Drama|Romance,3.688
6202,Late Marriage (Hatuna Meuheret) (2001),Comedy|Drama|Romance,3.7
6203,Life Stinks (1991),Comedy,2.389
6204,"Meteor Man, The (1993)",Comedy,2.167
6206,Seize the Day (1986),Drama,3.833
6207,"Slaughter Rule, The (2002)",Drama,2.667
6208,Teenagers from Outer Space (1959),Horror|Sci-Fi,3.125
6210,Volcano High (Whasango) (2001),Action|Comedy,2.6
6211,Ten (2002),Drama,3.7
6212,Bringing Down the House (2003),Comedy,2.729
6213,Tears of the Sun (2003),Action|Drama|Thriller,3.254
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller,3.803
6215,Laurel Canyon (2002),Drama,3.455
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama,4.079
6217,"Safety of Objects, The (2001)",Drama,3.5
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,3.436
6219,"Hunted, The (2003)",Action|Drama|Thriller,3.271
6220,Willard (2003),Drama|Horror|Thriller,2.554
6221,Gaudi Afternoon (2001),Comedy|Drama|Mystery,2.0
6222,Prozac Nation (2001),Drama,3.147
6223,Spun (2001),Comedy|Crime|Drama,3.48
6224,Under the Skin of the City (Zir-e-poost-e Shahr) (2001),Drama,4.0
6225,King of Kings (1961),Drama,3.167
6226,"Lost Honor of Katharina Blum, The (Verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann, Die) (1975)",Drama,3.786
6227,Loving You (1957),Drama|Musical,3.0
6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller,3.857
6229,Two-Lane Blacktop (1971),Drama,3.708
6230,Bang the Drum Slowly (1973),Drama,3.542
6231,"Benny Goodman Story, The (1955)",Drama|Musical,3.125
6232,Born Free (1966),Adventure|Children|Drama,3.567
6233,Born Yesterday (1993),Comedy|Romance,3.2
6234,Equus (1977),Drama|Mystery,3.5
6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War,4.0
6236,Fear Strikes Out (1957),Drama,3.167
6237,"Glenn Miller Story, The (1953)",Drama,3.727
6238,Green Card (1990),Comedy|Drama|Romance,3.0
6239,Journey to the Center of the Earth (1959),Adventure|Children|Sci-Fi,3.5
6240,One Good Cop (1991),Action|Crime|Drama,3.333
6241,Pauline at the Beach (Pauline à la Plage) (1983),Comedy|Drama|Romance,3.333
6242,Ringu (Ring) (1998),Horror|Mystery|Thriller,3.459
6243,Ringu 2 (Ring 2) (1999),Horror|Mystery,2.775
6244,Salaam Bombay! (1988),Drama,3.583
